🇨🇳央视频道,#genre#
央视台球,http://www.lizhinas.top:1009/rtp/239.252.219.80:5140
文化精品,http://www.lizhinas.top:1009/rtp/239.252.219.81:5140
CETV1,http://www.lizhinas.top:1009/rtp/239.252.220.198:5140
CCTV2,http://itv.iptv1688.top:2016/itv.php?id=CCTV2

CCTV1,http://itv.iptv1688.top:2016/itv.php?id=CCTV1
CCTV2,http://itv.iptv1688.top:2016/itv.php?id=CCTV2
CCTV3,http://itv.iptv1688.top:2016/itv.php?id=CCTV3
CCTV4,http://itv.iptv1688.top:2016/itv.php?id=CCTV4
CCTV5,http://itv.iptv1688.top:2016/itv.php?id=CCTV5
CCTV5+,http://itv.iptv1688.top:2016/itv.php?id=CCTV5p
CCTV6,http://itv.iptv1688.top:2016/itv.php?id=CCTV6
CCTV7,http://itv.iptv1688.top:2016/itv.php?id=CCTV7
CCTV8,http://itv.iptv1688.top:2016/itv.php?id=CCTV8
CCTV9,http://itv.iptv1688.top:2016/itv.php?id=CCTV9
CCTV10,http://itv.iptv1688.top:2016/itv.php?id=CCTV10
CCTV11,http://itv.iptv1688.top:2016/itv.php?id=CCTV11
CCTV12,http://itv.iptv1688.top:2016/itv.php?id=CCTV12
CCTV13,http://itv.iptv1688.top:2016/itv.php?id=CCTV13
CCTV14,http://itv.iptv1688.top:2016/itv.php?id=CCTV14
CCTV15,http://itv.iptv1688.top:2016/itv.php?id=CCTV15
CCTV16,http://itv.iptv1688.top:2016/itv.php?id=CCTV16
CCTV17,http://itv.iptv1688.top:2016/itv.php?id=CCTV17
cctv4k,http://3501776.xyz:35455/gaoma/cctv4k.m3u8
cctv8k,http://3501776.xyz:35455/gaoma/cctv8k_36m.m3u8

卫视频道,#genre#
北京卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003870776.m3u8
北京文艺,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8?time=1745784006&sign=cdb77998d712ae9af84f722d9d377c04
北京纪实科教,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8?time=1745784007&sign=ed39f2d505ca1db88c9cbb475ad9bf72
北京文艺,http://iptv.huuc.edu.cn/hls/btv2hd.m3u8
北京体育,http://iptv.huuc.edu.cn/hls/btv6hd.m3u8
北京影视,http://iptv.huuc.edu.cn/hls/btv4hd.m3u8
北京新闻,http://iptv.huuc.edu.cn/hls/btv9hd.m3u8
北京纪实,http://iptv.huuc.edu.cn/hls/btv11hd.m3u8
湖南卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873458.m3u8
江苏卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873461.m3u8
东方卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873462.m3u8
浙江卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873464.m3u8
湖北卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873465.m3u8
天津卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873466.m3u8
山东卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873467.m3u8
辽宁卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873468.m3u8
安徽卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873469.m3u8
黑龙江卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873470.m3u8
贵州卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873471.m3u8
东南卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873473.m3u8
重庆卫视,http://114.32.59.86:7000/bptv/10000100000000050000000004796458.m3u8
江西卫视,http://114.32.59.86:7000/bptv/10000100000000050000000004796511.m3u8
广东卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873459.m3u8
河北卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873460.m3u8
深圳卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003873474.m3u8
吉林卫视,http://114.32.59.86:7000/bptv/10000100000000050000000004972569.m3u8
河南卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887270.m3u8
四川卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887274.m3u8
河北卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887382.m3u8
广西卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887394.m3u8
陕西卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887404.m3u8
山西卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887413.m3u8
内蒙古卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887427.m3u8
青海卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887430.m3u8
海南卫视,http://114.32.59.86:7000/bptv/10000100000000050000000004796877.m3u8
宁夏卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887433.m3u8
西藏卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887434.m3u8
新疆卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887448.m3u8
甘肃卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887450.m3u8
三沙卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887452.m3u8
云南卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887453.m3u8
厦门卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887454.m3u8
兵团卫视,http://114.32.59.86:7000/bptv/10000100000000050000000003887456.m3u8

浙江卫视[1920*1080],https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
云南卫视[1920*1080],https://hwapi.yntv.net/62hdvf/nqyn7w.m3u8
云南卫视[1920*1080],https://hwapi.yntv.cn/62hdvf/nqyn7w.m3u8
河北卫视[960*540],http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3d44740039027301acf8341d7361ab59
青海卫视[1280*720],http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
青海卫视[1280*720],http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
兵团卫视[1920*1080],https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
吉林卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0017_1.m3u8
辽宁卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0018_1.m3u8
黑龙江卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0019_1.m3u8
河南卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0139_1.m3u8
内蒙古卫视[785*576],http://218.13.167.110:9901/tsfile/live/0109_1.m3u8
海南卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/1000_1.m3u8
广西卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0113_1.m3u8
云南卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0119_1.m3u8
江西卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0138_1.m3u8
河北卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0117_1.m3u8
青海卫视[785*576],http://218.13.167.110:9901/tsfile/live/0140_1.m3u8
陕西卫视[768*576],http://218.13.167.110:9901/tsfile/live/0136_1.m3u8
广东卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0125_1.m3u8
深圳都市[1920*1080],http://218.13.167.110:9901/tsfile/live/1004_1.m3u8
东方卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0107_1.m3u8
天津卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0135_1.m3u8
重庆卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0142_1.m3u8
江苏卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0127_1.m3u8
湖南卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0128_1.m3u8
贵州卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0120_1.m3u8
安徽卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0130_1.m3u8
四川卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0123_1.m3u8
山东卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0131_1.m3u8
湖北卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0132_1.m3u8
深圳卫视[1920*1080],http://218.13.167.110:9901/tsfile/live/0126_1.m3u8
北京卫视[1920*1080],http://majian.ixiaobai.net:58888/rtp/239.37.0.9:5540

北京卫视,http://itv.iptv1688.top:2016/itv.php?id=北京卫视
湖南卫视,http://itv.iptv1688.top:2016/itv.php?id=湖南卫视
浙江卫视,http://itv.iptv1688.top:2016/itv.php?id=浙江卫视
江苏卫视,http://itv.iptv1688.top:2016/itv.php?id=江苏卫视
东方卫视,http://itv.iptv1688.top:2016/itv.php?id=东方卫视
广东卫视,http://itv.iptv1688.top:2016/itv.php?id=广东卫视
东南卫视,http://itv.iptv1688.top:2016/itv.php?id=东南卫视
辽宁卫视,http://itv.iptv1688.top:2016/itv.php?id=辽宁卫视
深圳卫视,http://itv.iptv1688.top:2016/itv.php?id=深圳卫视
天津卫视,http://itv.iptv1688.top:2016/itv.php?id=天津卫视
安徽卫视,http://itv.iptv1688.top:2016/itv.php?id=安徽卫视
河北卫视,http://itv.iptv1688.top:2016/itv.php?id=河北卫视
重庆卫视,http://itv.iptv1688.top:2016/itv.php?id=重庆卫视
吉林卫视,http://itv.iptv1688.top:2016/itv.php?id=吉林卫视
黑龙江卫视,http://itv.iptv1688.top:2016/itv.php?id=黑龙江卫视
山东卫视,http://itv.iptv1688.top:2016/itv.php?id=山东卫视
海南卫视,http://itv.iptv1688.top:2016/itv.php?id=海南卫视
贵州卫视,http://itv.iptv1688.top:2016/itv.php?id=贵州卫视
湖北卫视,http://itv.iptv1688.top:2016/itv.php?id=湖北卫视
河南卫视,http://itv.iptv1688.top:2016/itv.php?id=河南卫视
广西卫视,http://itv.iptv1688.top:2016/itv.php?id=广西卫视
江西卫视,http://itv.iptv1688.top:2016/itv.php?id=江西卫视
陕西卫视,http://itv.iptv1688.top:2016/itv.php?id=陕西卫视
宁夏卫视,http://itv.iptv1688.top:2016/itv.php?id=宁夏卫视
内蒙古卫视,http://itv.iptv1688.top:2016/itv.php?id=内蒙古卫视
西藏卫视,http://itv.iptv1688.top:2016/itv.php?id=西藏卫视
四川卫视,http://itv.iptv1688.top:2016/itv.php?id=四川卫视
山西卫视,http://itv.iptv1688.top:2016/itv.php?id=山西卫视
甘肃卫视,http://itv.iptv1688.top:2016/itv.php?id=甘肃卫视
新疆卫视,http://itv.iptv1688.top:2016/itv.php?id=新疆卫视
青海卫视,http://itv.iptv1688.top:2016/itv.php?id=青海卫视
延边卫视,http://itv.iptv1688.top:2016/itv.php?id=延边卫视
兵团卫视,http://itv.iptv1688.top:2016/itv.php?id=兵团卫视
山东教育,http://itv.iptv1688.top:2016/itv.php?id=山东教育
北京科教纪实,http://itv.iptv1688.top:2016/itv.php?id=北京科教纪实
北京卡酷少儿,http://itv.iptv1688.top:2016/itv.php?id=北京卡酷少儿
CHC家庭影院,http://107.174.52.32/itv.php?id=CHC家庭影院
CHC影迷电影,http://107.174.52.32/itv.php?id=CHC影迷电影
CHC动作电影,http://107.174.52.32/itv.php?id=CHC动作电影
CHC家庭影院,http://gat.bkpcp.top/ymg.php?id=jtyy$订阅源
CHC家庭影院,http://goo.bkpcp.top/mg/jtyy$订阅源
北京卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.9:5540
天津卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.4:5540
安徽卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.159:5540
东方卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.123:5540
东南卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.124:5540
广东卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.12:5540
贵州卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.157:5540
河北卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.154:5540
河南卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.155:5540
黑龙江卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.13:5540
湖北卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.16:5540
湖南卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.10:5540#http://111.227.196.164:9901/tsfile/live/0128_1.m3u8
吉林卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.111:5540
江苏卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.112:5540
江西卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.156:5540
辽宁卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.160:5540
山东卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.15:5540
深圳卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.14:5540
四川卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.151:5540
浙江卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.153:5540
重庆卫视,http://majian.ixiaobai.net:58888/rtp/239.37.0.158:5540
IPV4央视,#genre#
CCTV1-综合,http://111.43.126.240:9003/hls/13/index.m3u8
CCTV2-财经,http://111.43.126.240:9003/hls/14/index.m3u8
CCTV3-综艺,http://111.43.126.240:9003/hls/15/index.m3u8
CCTV4-中文国际,http://111.43.126.240:9003/hls/16/index.m3u8
CCTV5-体育,http://111.43.126.240:9003/hls/17/index.m3u8
CCTV5+-体育赛事,http://111.43.126.240:9003/hls/18/index.m3u8
CCTV6-电影,http://111.43.126.240:9003/hls/19/index.m3u8
CCTV7-国防军事,http://111.43.126.240:9003/hls/20/index.m3u8
CCTV8-电视剧,http://111.43.126.240:9003/hls/21/index.m3u8
CCTV9-纪录,http://111.43.126.240:9003/hls/22/index.m3u8
CCTV10-科教,http://111.43.126.240:9003/hls/23/index.m3u8
CCTV11-戏曲,http://111.43.126.240:9003/hls/24/index.m3u8
CCTV12-社会与法,http://111.43.126.240:9003/hls/25/index.m3u8
CCTV13-新闻,http://111.43.126.240:9003/hls/26/index.m3u8
CCTV14-少儿,http://111.43.126.240:9003/hls/27/index.m3u8
CCTV15-音乐,http://111.43.126.240:9003/hls/28/index.m3u8
CCTV16-奥林匹克,http://111.43.126.240:9003/hls/29/index.m3u8
CCTV17-农业农村,http://111.43.126.240:9003/hls/30/index.m3u8
🇨🇳IPV4卫视,#genre#
北京卫视4K,http://qtest-play.btime.cn/live/btv_sn_20170706_s41_20m.m3u8
江苏卫视,http://nctv.top/IDOEPpiryt/jstv5.php?id=jsws
河南卫视,http://nctv.top/IDOEPpiryt/hntv.php?id=hnws
云南卫视,https://hwapi.yntv.net/62hdvf/nqyn7w.m3u8
内蒙古卫视,http://8.138.7.223/tv/nmgws.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
湖南卫视高清,http://111.43.126.240:9003/hls/37/index.m3u8
河北卫视高清,http://111.43.126.240:9003/hls/56/index.m3u8
江苏卫视高清,http://111.43.126.240:9003/hls/38/index.m3u8
东方卫视高清,http://111.43.126.240:9003/hls/39/index.m3u8
浙江卫视高清,http://111.43.126.240:9003/hls/40/index.m3u8
北京卫视高清,http://111.43.126.240:9003/hls/41/index.m3u8
广东卫视高清,http://111.43.126.240:9003/hls/42/index.m3u8
安徽卫视高清,http://111.43.126.240:9003/hls/43/index.m3u8
河南卫视高清,http://111.43.126.240:9003/hls/44/index.m3u8
吉林卫视高清,http://111.43.126.240:9003/hls/45/index.m3u8
天津卫视高清,http://111.43.126.240:9003/hls/46/index.m3u8
东南卫视高清,http://111.43.126.240:9003/hls/47/index.m3u8
江西卫视高清,http://111.43.126.240:9003/hls/49/index.m3u8
四川卫视高清,http://111.43.126.240:9003/hls/50/index.m3u8
深圳卫视高清,http://111.43.126.240:9003/hls/51/index.m3u8
贵州卫视高清,http://111.43.126.240:9003/hls/52/index.m3u8
海南卫视高清,http://111.43.126.240:9003/hls/53/index.m3u8
湖北卫视高清,http://111.43.126.240:9003/hls/54/index.m3u8
重庆卫视高清,http://111.43.126.240:9003/hls/55/index.m3u8
山东卫视高清,http://111.43.126.240:9003/hls/48/index.m3u8
北京卫视,https://60.191.56.186:8888/hls/34/index.m3u8
浙江卫视,https://60.191.56.186:8888/hls/17/index.m3u8
东方卫视,https://60.191.56.186:8888/hls/30/index.m3u8
湖南卫视,https://60.191.56.186:8888/hls/31/index.m3u8
江苏卫视,https://60.191.56.186:8888/hls/33/index.m3u8
安徽卫视,https://60.191.56.186:8888/hls/32/index.m3u8
山东卫视,https://60.191.56.186:8888/hls/46/index.m3u8
重庆卫视,https://60.191.56.186:8888/hls/35/index.m3u8
贵州卫视,https://60.191.56.186:8888/hls/36/index.m3u8
四川卫视,https://60.191.56.186:8888/hls/37/index.m3u8
广东卫视,https://60.191.56.186:8888/hls/38/index.m3u8
天津卫视,https://60.191.56.186:8888/hls/41/index.m3u8
河南卫视,https://60.191.56.186:8888/hls/57/index.m3u8
河北卫视,https://60.191.56.186:8888/hls/43/index.m3u8
黑龙江卫视,https://60.191.56.186:8888/hls/44/index.m3u8
东南卫视,https://60.191.56.186:8888/hls/47/index.m3u8
湖北卫视,https://60.191.56.186:8888/hls/48/index.m3u8
辽宁卫视,https://60.191.56.186:8888/hls/49/index.m3u8
江西卫视,https://60.191.56.186:8888/hls/50/index.m3u8
青海卫视,https://60.191.56.186:8888/hls/51/index.m3u8
陕西卫视,https://60.191.56.186:8888/hls/53/index.m3u8
海南卫视,https://60.191.56.186:8888/hls/45/index.m3u8
山西卫视,https://60.191.56.186:8888/hls/55/index.m3u8
云南卫视,https://60.191.56.186:8888/hls/42/index.m3u8
吉林卫视,https://60.191.56.186:8888/hls/39/index.m3u8
宁夏卫视,https://60.191.56.186:8888/hls/56/index.m3u8
广西卫视,https://60.191.56.186:8888/hls/58/index.m3u8
河北央卫,#genre#
河南卫视,http://tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=23df45c41b16ace1178b84eec1b00486&wsTime=1746529238
新闻频道,http://tvcdn.stream3.hndt.com/tv/65bb6966017e100059b75a8500000000_transios/playlist.m3u8?wsSecret=5196b9bb898f479b711b6e345d16df60&wsTime=1746529238
都市频道,http://tvcdn.stream3.hndt.com/tv/65c3fbc5017e1000fde13faa00000000_transios/playlist.m3u8?wsSecret=f3b660783bc6897b5df9b1656bc9fd57&wsTime=1746529238
民生频道,http://tvcdn.stream3.hndt.com/tv/65bef28a017e10009c49d5f900000000_transios/playlist.m3u8?wsSecret=2225dd100bd49812c9c08d4d8da02cf3&wsTime=1746529238
法治频道,http://tvcdn.stream3.hndt.com/tv/65be54a9017e1000af59fb4800000000_transios/playlist.m3u8?wsSecret=e3d77a411d44cafc5cdec71219d483b7&wsTime=1746529238
公共频道,http://tvcdn.stream3.hndt.com/tv/65b93894017e10000ae6b07d00000000_transios/playlist.m3u8?wsSecret=5afa4210df485b4d4102e7ee635e1b34&wsTime=1746529238
河南乡村频道,http://tvcdn.stream3.hndt.com/tv/65b8302b017e100019dc540f00000000_transios/playlist.m3u8?wsSecret=57b0a7fc0f946758431a32698e3a4d7a&wsTime=1746529238
电视剧频道,http://tvcdn.stream3.hndt.com/tv/65bd329b017e1000648cd2ed00000000_transios/playlist.m3u8?wsSecret=1609d76c60da3d8d3da427c4f92e12f9&wsTime=1746529238
梨园频道,http://tvcdn.stream3.hndt.com/tv/65b67b15017e1000258a2b2400000000_transios/playlist.m3u8?wsSecret=d879a9d8ed5c7def73661b37b003b6e1&wsTime=1746529238
文物宝库,http://tvcdn.stream3.hndt.com/tv/65b5a69d017e1000aa645bea00000000_transios/playlist.m3u8?wsSecret=f5f491a3ae93d14ba94e03ebf7059f44&wsTime=1746529238
武术频道,http://tvcdn.stream3.hndt.com/tv/65b4b750017e1000dbb9306200000000_transios/playlist.m3u8?wsSecret=2252a7da60f0546e6e848e2a6a7f112d&wsTime=1746529238
睛彩中原,http://tvcdn.stream3.hndt.com/tv/65b27d4c017e100039bd55c200000000_transios/playlist.m3u8?wsSecret=ac0d18c12e3bd1b62720998e18e21093&wsTime=1746529238
移动戏曲频道,https://tvcdn.stream3.hndt.com/tv/160ea8971f8b41f0905f88c7afe3effe_transios/playlist.m3u8?wsSecret=5356a3e04fc7470bcde3ce591b25e235&wsTime=1746529238
象视界,http://tvcdn.stream3.hndt.com/tv/d34d1a2b0178100022de972e00000000_transios/playlist.m3u8?wsSecret=ce83a858dd0c523bb82122e2d7b9bd9f&wsTime=1746529238
国学频道,rtmp://rtmp.tv.stream3.hndt.com/tv/647f9277018410008cf925e200000000?wsSecret=9a23316ee66e918684e097f?wsSecret=73b100e522c6eafb8fa54a19d579d54d&wsTime=1746529238
欢腾购物,http://tvcdn.stream3.hndt.com/tv/65ba653b017e1000d4ee41c700000000_transios/playlist.m3u8?wsSecret=45800ff67ae4e214edc5cdb1b882fcf2&wsTime=1746529238

CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
CCTV1,http://ycsj.aguihome.com:4022/udp/233.50.200.99:5140
CCTV2,http://ycsj.aguihome.com:4022/udp/233.50.200.100:5140
CCTV3,http://ycsj.aguihome.com:4022/udp/233.50.200.107:5140
CCTV4,http://ycsj.aguihome.com:4022/udp/233.50.200.101:5140
CCTV5,http://ycsj.aguihome.com:4022/udp/233.50.200.108:5140
CCTV6,http://ycsj.aguihome.com:4022/udp/233.50.200.109:5140
CCTV7,http://ycsj.aguihome.com:4022/udp/233.50.200.102:5140
CCTV8,http://ycsj.aguihome.com:4022/udp/233.50.200.110:5140
CCTV9,http://ycsj.aguihome.com:4022/udp/233.50.200.23:5140
CCTV10,http://ycsj.aguihome.com:4022/udp/233.50.200.22:5140
CCTV11,http://ycsj.aguihome.com:4022/udp/233.50.201.11:5140
CCTV12,http://ycsj.aguihome.com:4022/udp/233.50.200.21:5140
CCTV13,http://ycsj.aguihome.com:4022/udp/233.50.200.111:5140
CCTV14,http://ycsj.aguihome.com:4022/udp/233.50.200.103:5140
CCTV15,http://ycsj.aguihome.com:4022/udp/233.50.201.15:5140
CCTV17,http://ycsj.aguihome.com:4022/udp/233.50.200.113:5140
CETV-1教育,http://ycsj.aguihome.com:4022/udp/233.50.201.75:5140
CETV-4教育,http://ycsj.aguihome.com:4022/udp/233.50.200.162:5140
CETV-4教育,http://www.lizhinas.top:1009/rtp/239.252.219.169:5140
CGTN-英语,http://ycsj.aguihome.com:4022/udp/233.50.201.126:5140
CGTN-法语,http://ycsj.aguihome.com:4022/udp/233.50.201.37:5140
CGTN-西语,http://ycsj.aguihome.com:4022/udp/233.50.201.36:5140
CGTN-阿语,http://ycsj.aguihome.com:4022/udp/233.50.201.38:5140
CGTN-俄语,http://ycsj.aguihome.com:4022/udp/233.50.201.39:5140
安徽卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.106:5140
北京卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.179:5140
东方卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.146:5140
广西卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.49:5140
湖北卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.147:5140
河北卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.105:5140
哈哈炫动,http://ycsj.aguihome.com:4022/udp/233.50.201.74:5140
湖南卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.190:5140
吉林卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.48:5140
江苏卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.144:5140
